L,Parce,CLONE,LOCATION,REP,Interacao,R,FRY,AGY,PLH,DMC,DRY
6,2811,BGM0593,6,53,BGM05936,1,2.78,4.44,1.57,22.75,0.50318
6,2812,BGM0603,6,53,BGM06036,1,24.35,32.12,1.62,35.38,7.482755
6,2813,BGM0606,6,53,BGM06066,1,14.19,18.49,1.35,33.33,4.069692
6,2814,BGM0614,6,53,BGM06146,1,4.25,23.96,1.63,36.9,1.370625
6,2815,BGM0615,6,53,BGM06156,1,31.25,25.17,1.8,34.99,9.48125
6,2816,BGM0618,6,53,BGM06186,1,15.93,11.81,1.5,35.99,4.992462
6,2817,BGM0646,6,53,BGM06466,1,23.18,32.47,2.02,33.01,6.573848
6,2818,BGM0648,6,53,BGM06486,1,25.26,15.1,1.3,34.66,7.580526
6,2819,BGM0650,6,53,BGM06506,1,21.88,17.36,1.63,34,6.42178
6,2820,BGM0651,6,53,BGM06516,1,12.11,30.73,1.75,36.98,3.915163
6,2821,BGM0657,6,53,BGM06576,1,12.46,17.88,1.63,40.11,4.418316
6,2822,BGM0660,6,53,BGM06606,1,10.59,25.61,1.75,36.39,3.361266
6,2823,BGM0665,6,53,BGM06656,1,23.78,42.53,2.27,37.65,7.8474
6,2824,BGM0666,6,53,BGM06666,1,5.9,9.1,1.48,33.78,1.71867
6,2825,BGM0671,6,53,BGM06716,1,27.78,13.89,1.72,29.49,6.900552
6,2826,BGM0677,6,53,BGM06776,1,15.63,16.41,2.12,34.48,4.662429
6,2827,BGM0678,6,53,BGM06786,1,16.41,25.43,1.48,36.65,5.2512
6,2828,BGM0679,6,53,BGM06796,1,13.32,15.89,1.77,38.64,4.527468
6,2829,BGM0680,6,53,BGM06806,1,8.21,17.28,1.88,37.19,2.671534
6,2830,BGM0682,6,53,BGM06826,1,31.99,29.95,1.53,35.79,9.961686
6,2831,BGM0685,6,53,BGM06856,1,14.63,21.7,1.37,35.52,4.516281
6,2832,BGM0693,6,53,BGM06936,1,24.83,25.17,2.05,34.51,7.414238
6,2833,BGM0703,6,53,BGM07036,1,6.77,15.36,1.65,35.85,2.11224
6,2834,BGM0711,6,53,BGM07116,1,1.74,19.1,1.43,20.13,0.269352
6,2835,BGM0714,6,53,BGM07146,1,29.95,28.82,1.85,32.67,8.39199
6,2836,BGM0715,6,53,BGM07156,1,7.64,22.57,1.77,34.33,2.267552
6,2837,BGM0717,6,53,BGM07176,1,26.04,26.48,1.65,33.49,7.509936
6,2838,BGM0718,6,53,BGM07186,1,17.36,30.03,1.58,33.67,5.037872
6,2839,BGM0726,6,53,BGM07266,1,8.16,10.33,1.65,31.03,2.152608
6,2840,BGM0729,6,53,BGM07296,1,5.25,12.15,1.67,31.52,1.410675
6,2841,BGM0780,6,53,BGM07806,1,12.33,8.81,1.32,35.04,3.747087
6,2842,BGM0966,6,53,BGM09666,1,11.85,25.87,2.28,32.33,3.28008
6,2843,BGM1348,6,53,BGM13486,1,25.18,36.46,2.2,36.39,7.992132
6,2844,BRSCaip,6,53,BRSCaip6,1,39.06,37.5,2.07,38.2,13.10463
6,2845,BRSDour,6,53,BRSDour6,1,26.43,30.69,2.22,32.51,7.363398
6,2846,BRSForm,6,53,BRSForm6,1,33.07,20.53,1.77,34.36,9.825097
6,2847,BRSGema,6,53,BRSGema6,1,23.13,28.65,2.18,36.19,7.295202
6,2848,BRSJari,6,53,BRSJari6,1,8.94,9.38,1.7,26.03,1.911372
6,2849,BRSKiri,6,53,BRSKiri6,1,28.47,17.36,1.9,34.3,8.441355
6,2850,BRSNovo,6,53,BRSNovo6,1,32.9,38.22,2,38.25,11.0544
6,2851,BRSPoti,6,53,BRSPoti6,1,30.9,39.93,2.23,32.84,8.71071
6,2852,BRSTapi,6,53,BRSTapi6,1,32.68,20.99,1.84,34.27,9.679816
6,2853,BRSVerd,6,53,BRSVerd6,1,24.05,31.25,1.82,37.23,7.83549
6,2854,Cigana,6,53,Cigana6,1,18.4,27,1.77,35.38,5.65432
6,2855,Corrente,6,53,Corrente6,1,15.36,20.75,1.78,37.07,4.979712
6,2856,Eucalip,6,53,Eucalip6,1,16.1,15.54,2.08,33.01,4.56596
6,2857,FBranca,6,53,FBranca6,1,9.98,6.34,1.23,31.32,2.661666
6,2858,IAC90,6,53,IAC906,1,15.76,8.68,1.52,32.34,4.363944
6,2859,OlhoJun,6,53,OlhoJun6,1,18.32,15.45,1.25,34.7,5.50516
6,2860,962409,6,54,9624096,1,24.11,32.62,1.8,37.13,7.830928
6,2861,BGM0781,6,54,BGM07816,1,12.89,18.23,1.53,38.42,4.352953
6,2862,BGM0806,6,54,BGM08066,1,21.83,22.4,1.82,34.02,6.411471
6,2863,BGM0809,6,54,BGM08096,1,14.5,29.95,1.87,38.2,4.86475
6,2864,BGM0812,6,54,BGM08126,1,16.84,30.56,1.98,39.31,5.836744
6,2865,BGM0813,6,54,BGM08136,1,18.23,37.33,1.98,37.65,6.0159
6,2866,BGM0816,6,54,BGM08166,1,23.7,29.6,1.13,32.34,6.56253
6,2867,BGM0843,6,54,BGM08436,1,22.44,26.04,2.42,40.21,7.979664
6,2868,BGM0846,6,54,BGM08466,1,19.05,15.1,1.65,33.35,5.46735
6,2869,BGM0849,6,54,BGM08496,1,24.61,15.45,1.7,37.53,8.091768
6,2870,BGM0851,6,54,BGM08516,1,18.53,19.97,1.83,33.67,5.377406
6,2871,BGM0857,6,54,BGM08576,1,29.08,42.19,2.03,36.98,9.401564
6,2872,BGM0858,6,54,BGM08586,1,20.06,13.17,1.72,34.7,6.02803
6,2873,BGM0859,6,54,BGM08596,1,15.06,20.66,2,38.08,5.034558
6,2874,BGM0866,6,54,BGM08666,1,13.72,21.01,2.33,37.86,4.556412
6,2875,BGM0873,6,54,BGM08736,1,19.27,24.31,1.83,39.2,6.657785
6,2876,BGM0875,6,54,BGM08756,1,17.19,30.82,2.28,37.86,5.708799
6,2877,BGM0877,6,54,BGM08776,1,11.28,27.17,1.92,38.09,3.772032
6,2878,BGM0882,6,54,BGM08826,1,17.36,17.97,1.43,35.52,5.359032
6,2879,BGM0886,6,54,BGM08866,1,12.24,10.68,1.7,30.64,3.181176
6,2880,BGM0898,6,54,BGM08986,1,29.08,33.38,2.03,35.72,9.035156
6,2881,BGM0902,6,54,BGM09026,1,13.76,29.08,1.63,34.66,4.129376
6,2882,BGM0903,6,54,BGM09036,1,10.76,12.36,2.3,36.39,3.415224
6,2883,BGM0905,6,54,BGM09056,1,5.06,9.33,1.72,33.03,1.436028
6,2884,BGM0906,6,54,BGM09066,1,5.82,14.97,1.68,37.65,1.9206
6,2885,BGM0909,6,54,BGM09096,1,6.38,22.4,1.62,36.39,2.025012
6,2886,BGM0914,6,54,BGM09146,1,9.68,17.06,1.65,35.04,2.941752
6,2887,BGM0915,6,54,BGM09156,1,20.49,34.46,2.02,38.2,6.874395
6,2888,BGM0917,6,54,BGM09176,1,16.89,26.01,2.48,36.78,5.426757
6,2889,BGM0918,6,54,BGM09186,1,19.14,32.47,2.22,37.98,6.379362
6,2890,BGM0919,6,54,BGM09196,1,15.1,21.7,1.9,33.01,4.28236
6,2891,BGM0922,6,54,BGM09226,1,12.78,10.97,1.63,33.67,3.708756
6,2892,BGM0925,6,54,BGM09256,1,7.81,34.77,1.97,40.27,2.781922
6,2893,BGM0930,6,54,BGM09306,1,17.32,14.5,1.6,34.48,5.166556
6,2894,BRSCaip,6,54,BRSCaip6,1,40.02,41.49,1.86,38.82,13.674834
6,2895,BRSDour,6,54,BRSDour6,1,16.45,33.85,2.3,32.34,4.555005
6,2896,BRSForm,6,54,BRSForm6,1,33.85,18.66,1.82,35.04,10.287015
6,2897,BRSGema,6,54,BRSGema6,1,22.79,28.65,2.2,36.73,7.311032
6,2898,BRSJari,6,54,BRSJari6,1,8.77,9.33,1.42,27.93,2.041656
6,2899,BRSKiri,6,54,BRSKiri6,1,26.65,18.23,2.02,33.01,7.55794
6,2900,BRSNovo,6,54,BRSNovo6,1,37.15,43.49,2.22,39.1,12.798175
6,2901,BRSPoti,6,54,BRSPoti6,1,30.21,37.93,2.48,34.48,9.011643
6,2902,BRSTapi,6,54,BRSTapi6,1,29.1,23.65,1.9,35.66,9.02391
6,2903,BRSVerd,6,54,BRSVerd6,1,36.02,31.94,1.87,36.19,11.360708
6,2904,Cigana,6,54,Cigana6,1,17.14,27.13,1.78,36.05,5.38196
6,2905,Corrente,6,54,Corrente6,1,18.84,23.96,2.07,36.98,6.090972
6,2906,Eucalip,6,54,Eucalip6,1,14.87,21.92,2.16,34.94,4.504123
6,2907,FBranca,6,54,FBranca6,1,10.33,5.6,1.42,31.78,2.802529
6,2908,IAC90,6,54,IAC906,1,14.67,10.16,1.5,33,4.158945
6,2909,OlhoJun,6,54,OlhoJun6,1,13.93,15.63,1.35,34.96,4.222183
6,2910,962409,6,55,9624096,1,22.05,31.34,1.77,36.39,6.99867
6,2911,BGM0935,6,55,BGM09356,1,14.24,24,1.68,35.38,4.375952
6,2912,BGM0936,6,55,BGM09366,1,14.76,34.64,2.33,36.45,4.69368
6,2913,BGM0941,6,55,BGM09416,1,10.42,20.49,1.8,34.7,3.13121
6,2914,BGM0942,6,55,BGM09426,1,4.86,9.9,1.63,35.98,1.522638
6,2915,BGM0943,6,55,BGM09436,1,25.93,31.11,1.57,33.35,7.44191
6,2916,BGM0946,6,55,BGM09466,1,13.32,9.94,1.82,32.01,3.644352
6,2917,BGM0948,6,55,BGM09486,1,3.47,21.48,2.13,32.93,0.981316
6,2918,BGM0949,6,55,BGM09496,1,6.29,30.86,1.73,37.19,2.046766
6,2919,BGM0952,6,55,BGM09526,1,9.98,13.02,2.12,35.85,3.11376
6,2920,BGM0953,6,55,BGM09536,1,5.64,26.48,2.35,35.78,1.755732
6,2921,BGM0954,6,55,BGM09546,1,1.41,19.44,1.93,35.49,0.434844
6,2922,BGM0955,6,55,BGM09556,1,1.3,15.28,2.05,37.88,0.43199
6,2923,BGM0957,6,55,BGM09576,1,3.78,11.81,1.63,39.18,1.305234
6,2924,BGM0958,6,55,BGM09586,1,15.56,13.61,1.97,36.65,4.9792
6,2925,BGM0959,6,55,BGM09596,1,24.22,16.1,1.8,37.75,8.01682
6,2926,BGM0960,6,55,BGM09606,1,2.26,33.59,1.87,37.21,0.735856
6,2927,BGM0961,6,55,BGM09616,1,4.95,33.94,2.22,36.63,1.58301
6,2928,BGM0962,6,55,BGM09626,1,12.59,30.82,1.83,36.52,4.012433
6,2929,BGM0967,6,55,BGM09676,1,11.02,18.23,1.87,37.75,3.64762
6,2930,BGM0968,6,55,BGM09686,1,29.52,32.93,2.02,33.9,8.6346
6,2931,BGM0971,6,55,BGM09716,1,7.55,15.36,1.58,36.86,2.431855
6,2932,BGM0973,6,55,BGM09736,1,12.89,24.22,2.33,36.19,4.065506
6,2933,BGM0975,6,55,BGM09756,1,8.66,15.76,1.99,35.62,2.682002
6,2934,BGM0978,6,55,BGM09786,1,18.66,17.8,1.97,33.67,5.415132
6,2935,BGM0980,6,55,BGM09806,1,4.34,19.84,1.93,34.86,1.311114
6,2936,BGM0981,6,55,BGM09816,1,10.94,24.87,2.07,37.07,3.546748
6,2937,BGM0982,6,55,BGM09826,1,4.34,20.14,2.4,36.73,1.392272
6,2938,BGM0986,6,55,BGM09866,1,11.94,25.26,2.05,36.05,3.74916
6,2939,BGM0989,6,55,BGM09896,1,10.81,52.47,1.93,38.42,3.650537
6,2940,BGM0992,6,55,BGM09926,1,12.11,9.29,1.53,35.72,3.762577
6,2941,BGM1006,6,55,BGM10066,1,10.16,28.95,1.72,22.52,1.815592
6,2942,BGM1023,6,55,BGM10236,1,13.9,14.53,2.08,35.69,4.31456
6,2943,BGM1024,6,55,BGM10246,1,15.71,17.97,2.07,36.49,5.002064
6,2944,BGM1029,6,55,BGM10296,1,25.78,47.53,1.95,36.98,8.334674
6,2945,BGM1031,6,55,BGM10316,1,18.75,22.57,2.53,38.08,6.268125
6,2946,BGM1041,6,55,BGM10416,1,14.93,26.09,1.77,37.53,4.908984
6,2947,BGM1043,6,55,BGM10436,1,6.84,26.14,1.66,35.63,2.119032
6,2948,BGM1044,6,55,BGM10446,1,4.95,15.71,0.35,35.76,1.539945
6,2949,BGM1055,6,55,BGM10556,1,5.9,10.76,1.77,36.05,1.8526
6,2950,BGM1060,6,55,BGM10606,1,12.41,17.36,1.9,34.85,3.74782
6,2951,BGM1064,6,55,BGM10646,1,17.53,36.11,2.23,39.1,6.039085
6,2952,BGM1067,6,55,BGM10676,1,41.8,33.33,1.82,36.73,13.40944
6,2953,BGM1068,6,55,BGM10686,1,3.89,11.34,1.73,36.05,1.22146
6,2954,BGM1168,6,55,BGM11686,1,24.47,19.77,1.88,36.39,7.766778
6,2955,BGM1444,6,55,BGM14446,1,18.07,9.16,1.4,33.17,5.153564
6,2956,BRSCaip,6,55,BRSCaip6,1,30.17,36.46,1.93,37.75,9.98627
6,2957,BRSDour,6,55,BRSDour6,1,22.79,27.91,2.13,33.17,6.499708
6,2958,BRSForm,6,55,BRSForm6,1,33.29,19.18,1.88,34.51,9.940394
6,2959,BRSGema,6,55,BRSGema6,1,19.88,22.57,2.07,36.32,6.295996
6,2960,BRSJari,6,55,BRSJari6,1,9.42,9.51,1.6,27.48,2.150586
6,2961,BRSKiri,6,55,BRSKiri6,1,26.87,19.92,2.18,33.84,7.843353
6,2962,BRSNovo,6,55,BRSNovo6,1,35.07,43.4,2.2,37.75,11.60817
6,2963,BRSPoti,6,55,BRSPoti6,1,35.33,41.06,2.47,33.69,10.259832
6,2964,BRSTapi,6,55,BRSTapi6,1,32.81,23.78,2.23,36.19,10.348274
6,2965,BRSVerd,6,55,BRSVerd6,1,30.82,35.24,1.95,35.99,9.658988
6,2966,Cigana,6,55,Cigana6,1,18.79,29.69,1.88,35.52,5.800473
6,2967,Corrente,6,55,Corrente6,1,20.57,27.08,2.08,36.86,6.625597
6,2968,Eucalip,6,55,Eucalip6,1,14.45,21.7,2.13,34.36,4.293095
6,2969,FBranca,6,55,FBranca6,1,8.51,5.12,1.4,31.42,2.278127
6,2970,IAC90,6,55,IAC906,1,14.45,8.68,1.33,32.33,3.99976
6,2971,OlhoJun,6,55,OlhoJun6,1,21.53,12.76,1.48,35.38,6.616169
6,2972,962409,6,56,9624096,1,21.53,22.83,1.92,35.49,6.639852
6,2973,BGM1078,6,56,BGM10786,1,17.36,33.94,2.13,34.99,5.267024
6,2974,BGM1079,6,56,BGM10796,1,16.67,25.26,1.8,33.67,4.837634
6,2975,BGM1081,6,56,BGM10816,1,5.86,17.8,2.08,35.52,1.808982
6,2976,BGM1082,6,56,BGM10826,1,12.98,17.36,1.67,36.05,4.07572
6,2977,BGM1103,6,56,BGM11036,1,9.45,9.13,1.83,36.73,3.03156
6,2978,BGM1105,6,56,BGM11056,1,20.92,21.61,1.87,33.17,5.966384
6,2979,BGM1106,6,56,BGM11066,1,4.38,7.29,1.9,34.55,1.30962
6,2980,BGM1107,6,56,BGM11076,1,21.27,16.06,1.73,34.81,6.415032
6,2981,BGM1110,6,56,BGM11106,1,16.41,11.18,1.51,32.92,4.639107
6,2982,BGM1115,6,56,BGM11156,1,8.79,9.03,1.32,32.84,2.477901
6,2983,BGM1119,6,56,BGM11196,1,7.17,6.08,1.47,32.37,1.987524
6,2984,BGM1120,6,56,BGM11206,1,6.47,11.28,1.58,36.73,2.075576
6,2985,BGM1126,6,56,BGM11266,1,6.42,14.58,1.93,35.52,1.981854
6,2986,BGM1127,6,56,BGM11276,1,15.63,10.85,1.67,33.17,4.457676
6,2987,BGM1133,6,56,BGM11336,1,2.43,14.76,2,34.55,0.72657
6,2988,BGM1137,6,56,BGM11376,1,3.86,8.16,1.77,34.68,1.159158
6,2989,BGM1141,6,56,BGM11416,1,1.65,27.86,2.33,33.56,0.477015
6,2990,BGM1142,6,56,BGM11426,1,8.59,25.52,2,34.47,2.561538
6,2991,BGM1143,6,56,BGM11436,1,2.34,10.94,1.8,27.99,0.546156
6,2992,BGM1155,6,56,BGM11556,1,11.76,29.6,2.13,37.19,3.826704
6,2993,BGM1158,6,56,BGM11586,1,2.65,42.36,2.03,37.75,0.87715
6,2994,BGM1159,6,56,BGM11596,1,2.17,29.17,1.92,38.82,0.741489
6,2995,BGM1164,6,56,BGM11646,1,25.61,30.9,2.17,33.35,7.35007
6,2996,BGM1175,6,56,BGM11756,1,2.97,18.36,1.7,36.7,0.951885
6,2997,BGM1196,6,56,BGM11966,1,15.67,23.35,1.62,36.05,4.92038
6,2998,BGM1213,6,56,BGM12136,1,13.78,17.62,1.73,35.41,4.238728
6,2999,BGM1214,6,56,BGM12146,1,12.46,16.15,1.93,38.76,4.250106
6,3000,BGM1223,6,56,BGM12236,1,34.06,10.49,1.51,35.38,10.466638
6,3001,BGM1227,6,56,BGM12276,1,12.07,14.93,1.92,30.98,3.178031
6,3002,BGM1243,6,56,BGM12436,1,29.6,18.58,2,35.72,9.19672
6,3003,BGM1248,6,56,BGM12486,1,19.75,27.78,1.72,35.72,6.136325
6,3004,BGM1251,6,56,BGM12516,1,25.55,29.34,1.9,33.83,7.45549
6,3005,BGM1262,6,56,BGM12626,1,12.76,13.54,1.7,36.32,4.041092
6,3006,BGM1265,6,56,BGM12656,1,15.84,36.59,2.08,37.41,5.189184
6,3007,BGM1267,6,56,BGM12676,1,9.81,11.55,1.72,35.18,2.994993
6,3008,BGM1269,6,56,BGM12696,1,4.69,8.07,1.8,31.32,1.250823
6,3009,BGM1275,6,56,BGM12756,1,3.91,23.05,1.72,35.75,1.21601
6,3010,BGM1284,6,56,BGM12846,1,6.81,9.9,1.57,34.08,2.004183
6,3011,BGM1285,6,56,BGM12856,1,16.69,18.62,2.03,34.53,4.986972
6,3012,BGM1286,6,56,BGM12866,1,4.43,12.59,1.45,33.22,1.265651
6,3013,BGM1288,6,56,BGM12886,1,0.82,15.02,2.03,33.8,0.23903
6,3014,BGM1291,6,56,BGM12916,1,14.89,23.87,2.25,38.53,5.044732
6,3015,BGM1305,6,56,BGM13056,1,33.51,56.42,1.87,34,9.835185
6,3016,BGM1306,6,56,BGM13066,1,15.32,13.11,2.08,33.69,4.448928
6,3017,BGM1313,6,56,BGM13136,1,19.62,20.83,2.03,36.98,6.343146
6,3018,BGM1465,6,56,BGM14656,1,18.26,18.89,2.15,34.33,5.419568
6,3019,BRSCaip,6,56,BRSCaip6,1,35.91,36.14,2.05,38.65,12.2094
6,3020,BRSDour,6,56,BRSDour6,1,18.58,31.25,2.08,33.35,5.33246
6,3021,BRSForm,6,56,BRSForm6,1,33.16,21.7,1.72,33.84,9.679404
6,3022,BRSGema,6,56,BRSGema6,1,21.97,23.33,2.1,35.66,6.812897
6,3023,BRSJari,6,56,BRSJari6,1,13.19,10.07,1.48,26.58,2.892567
6,3024,BRSKiri,6,56,BRSKiri6,1,23.48,12.67,1.93,33.51,6.776328
6,3025,BRSNovo,6,56,BRSNovo6,1,34.33,38.19,2.22,38.64,11.668767
6,3026,BRSPoti,6,56,BRSPoti6,1,37.89,37.78,2.49,33.84,11.060091
6,3027,BRSTapi,6,56,BRSTapi6,1,31.08,24.83,2.08,36.02,9.749796
6,3028,BRSVerd,6,56,BRSVerd6,1,24.79,31.75,1.92,36.86,7.984859
6,3029,Cigana,6,56,Cigana6,1,17.88,33.42,1.87,34.99,5.424792
6,3030,Corrente,6,56,Corrente6,1,18.49,22.05,2.07,37.19,6.016646
6,3031,Eucalip,6,56,Eucalip6,1,12.67,13.89,2.13,35.26,3.878287
6,3032,FBranca,6,56,FBranca6,1,9.11,4.73,1.25,31.49,2.445124
6,3033,IAC90,6,56,IAC906,1,20.14,9.59,1.52,33.67,5.844628
6,3034,OlhoJun,6,56,OlhoJun6,1,20.4,12.5,1.37,35.99,6.39336
6,3035,962409,6,57,9624096,1,22.05,27.78,1.93,36.73,7.07364
6,3036,BGM1318,6,57,BGM13186,1,17.67,25.04,2.13,39.54,6.165063
6,3037,BGM1335,6,57,BGM13356,1,8.51,11.28,1.63,35.04,2.586189
6,3038,BGM1362,6,57,BGM13626,1,15.15,18.32,2.17,36.98,4.897995
6,3039,BGM1363,6,57,BGM13636,1,5.9,15.54,1.97,38.76,2.01249
6,3040,BGM1366,6,57,BGM13666,1,8.85,20.75,2.13,35.52,2.731995
6,3041,BGM1367,6,57,BGM13676,1,9.55,26.3,1.53,36.55,3.04645
6,3042,BGM1369,6,57,BGM13696,1,2.82,15.19,1.7,37.34,0.921858
6,3043,BGM1413,6,57,BGM14136,1,3.47,20.05,1.9,35.84,1.082293
6,3044,BGM1415,6,57,BGM14156,1,15.8,21.09,1.82,38.08,5.28194
6,3045,BGM1422,6,57,BGM14226,1,11.15,12.67,1.57,37.19,3.62821
6,3046,BGM1429,6,57,BGM14296,1,12.5,24.39,2.03,35.18,3.81625
6,3047,BGM1432,6,57,BGM14326,1,7.38,31.51,1.98,37.41,2.417688
6,3048,BGM1436,6,57,BGM14366,1,14.54,12.85,1.97,33.35,4.17298
6,3049,BGM1442,6,57,BGM14426,1,11.27,10.99,1.87,33.93,3.299856
6,3050,BGM1451,6,57,BGM14516,1,3.21,26.91,1.73,33.76,0.934431
6,3051,BGM1457,6,57,BGM14576,1,21.51,14.58,2.22,36.39,6.827274
6,3052,BGM1458,6,57,BGM14586,1,10.85,28.08,2.2,39.19,3.74759
6,3053,BGM1498,6,57,BGM14986,1,10.23,9.55,1.58,33.09,2.909412
6,3054,BGM1518,6,57,BGM15186,1,10.76,14.8,1.7,36.63,3.441048
6,3055,BGM1519,6,57,BGM15196,1,9.76,14.78,1.58,24.81,1.967616
6,3056,BGM1521,6,57,BGM15216,1,13.43,5.95,1.38,31.4,3.592525
6,3057,BGM1537,6,57,BGM15376,1,34.9,27.28,1.81,28.97,8.48768
6,3058,BGM1549,6,57,BGM15496,1,17.01,19.97,2.03,35.85,5.30712
6,3059,BGM1584,6,57,BGM15846,1,7.64,17.8,2,33.69,2.218656
6,3060,BGM1605,6,57,BGM16056,1,10.5,7.2,1.38,36.05,3.297
6,3061,BGM1622,6,57,BGM16226,1,26.13,20.01,2.05,35.32,8.014071
6,3062,BGM1628,6,57,BGM16286,1,15.58,12.15,1.52,35.72,4.840706
6,3063,BGM1639,6,57,BGM16396,1,17.14,15.36,1.97,36.27,5.419668
6,3064,BGM1645,6,57,BGM16456,1,20.83,15.02,1.9,34.33,6.182344
6,3065,BGM1646,6,57,BGM16466,1,25.6,33.22,1.78,34.7,7.6928
6,3066,BGM1657,6,57,BGM16576,1,19.18,17.71,1.95,34.7,5.76359
6,3067,BGM1660,6,57,BGM16606,1,8.77,7.12,1.83,32.33,2.427536
6,3068,BGM1661,6,57,BGM16616,1,16.1,9.03,1.52,35.38,4.94753
6,3069,BGM1668,6,57,BGM16686,1,12.15,9.72,1.5,29.61,3.03264
6,3070,BGM1669,6,57,BGM16696,1,13.85,13.24,1.58,36.39,4.39599
6,3071,BGM1670,6,57,BGM16706,1,17.58,23.78,1.77,37.65,5.8014
6,3072,BGM1675,6,57,BGM16756,1,12.64,16.24,1.45,35.16,3.856464
6,3073,BGM1679,6,57,BGM16796,1,4.26,6.92,1.43,31.45,1.14168
6,3074,BGM1684,6,57,BGM16846,1,9.72,22.78,2.17,34.7,2.92086
6,3075,BGM1692,6,57,BGM16926,1,20.05,26.39,2.1,34.51,5.98693
6,3076,BGM1697,6,57,BGM16976,1,18.23,9.33,1.31,28.19,4.291342
6,3077,BGM1703,6,57,BGM17036,1,30.14,26.74,2.48,30.75,7.86654
6,3078,BGM1710,6,57,BGM17106,1,5.21,9.29,1.85,29.7,1.305105
6,3079,BGM1715,6,57,BGM17156,1,26.65,33.16,2.27,38.53,9.02902
6,3080,BGM1721,6,57,BGM17216,1,23.94,27.59,2.08,30.39,6.162156
6,3081,BRSCaip,6,57,BRSCaip6,1,35.07,34.42,2.13,37.53,11.531016
6,3082,BRSDour,6,57,BRSDour6,1,18.27,32.99,2.18,33.01,5.181372
6,3083,BRSForm,6,57,BRSForm6,1,29.25,20.49,1.77,35.13,8.9154
6,3084,BRSGema,6,57,BRSGema6,1,18.62,26.65,2,36.73,5.973296
6,3085,BRSJari,6,57,BRSJari6,1,9.38,8.33,1.5,26.92,2.088926
6,3086,BRSKiri,6,57,BRSKiri6,1,25.26,10.89,2.15,33.01,7.163736
6,3087,BRSNovo,6,57,BRSNovo6,1,28.04,35.68,1.85,36.98,9.065332
6,3088,BRSPoti,6,57,BRSPoti6,1,31.03,38.32,2.33,33.82,9.051451
6,3089,BRSTapi,6,57,BRSTapi6,1,26.43,20.66,2.02,36.65,8.4576
6,3090,BRSVerd,6,57,BRSVerd6,1,25.17,31.29,1.88,37.31,8.220522
6,3091,Cigana,6,57,Cigana6,1,15.54,32.73,2.12,35.99,4.870236
6,3092,Corrente,6,57,Corrente6,1,17.45,30.47,2.16,37.19,5.67823
6,3093,Eucalip,6,57,Eucalip6,1,15.97,19.97,2.08,35.18,4.875641
6,3094,FBranca,6,57,FBranca6,1,10.5,6.6,1.35,31.59,2.8287
6,3095,IAC90,6,57,IAC906,1,14.67,7.34,1.3,33.51,4.233762
6,3096,OlhoJun,6,57,OlhoJun6,1,13.45,10.72,1.18,34.36,3.995995
6,3097,962409,6,58,9624096,1,22.4,24.57,1.78,36.39,7.10976
6,3098,BGM0993,6,58,BGM09936,1,4.34,11.02,1.67,35.3,1.33021
6,3099,BGM0994,6,58,BGM09946,1,7.29,16.67,1.97,34.66,2.187729
6,3100,BGM0995,6,58,BGM09956,1,22.7,25.04,1.87,34.51,6.77822
6,3101,BGM0996,6,58,BGM09966,1,4.6,13.98,1.63,32.09,1.26224
6,3102,BGM1153,6,58,BGM11536,1,14.67,19.36,1.72,36.73,4.706136
6,3103,BGM1730,6,58,BGM17306,1,7.86,15.28,1.88,35.82,2.449962
6,3104,BGM1733,6,58,BGM17336,1,21.15,16.69,1.8,31.04,5.581485
6,3105,BGM1734,6,58,BGM17346,1,18.62,18.75,1.8,37.53,6.122256
6,3106,BGM1739,6,58,BGM17396,1,13.67,13.28,1.98,38.76,4.662837
6,3107,BGM1742,6,58,BGM17426,1,10.85,6.97,1.22,37.69,3.58484
6,3108,BGM1743,6,58,BGM17436,1,13.85,8.26,1.12,36.45,4.4043
6,3109,BGM1745,6,58,BGM17456,1,1.82,5.47,1.37,36.65,0.5824
6,3110,BGM1747,6,58,BGM17476,1,3.47,6.94,1.55,37.28,1.132261
6,3111,BGM1756,6,58,BGM17566,1,12.88,6.64,1.58,39.1,4.43716
6,3112,BGM1782,6,58,BGM17826,1,18.19,14.67,1.47,37.98,6.062727
6,3113,BGM1783,6,58,BGM17836,1,8.33,12.15,1.48,36.32,2.638111
6,3114,BGM1814,6,58,BGM18146,1,25.69,20.83,1.67,35.52,7.930503
6,3115,BGM1835,6,58,BGM18356,1,17.97,26.13,1.7,34.36,5.338887
6,3116,BGM1884,6,58,BGM18846,1,2.43,16.67,2.18,29.08,0.593649
6,3117,BGM1957,6,58,BGM19576,1,20.53,37.8,2.03,30.73,5.354224
6,3118,BGM1985,6,58,BGM19856,1,5.21,24.26,2.17,37.48,1.710443
6,3119,BGM2017,6,58,BGM20176,1,15.28,16.49,1.83,35.46,4.707768
6,3120,BGM2018,6,58,BGM20186,1,21,28.19,2.22,35.55,6.489
6,3121,BGM2022,6,58,BGM20226,1,13.76,22.09,2.33,37.53,4.524288
6,3122,BGM2030,6,58,BGM20306,1,25.87,23.31,1.98,34,7.592845
6,3123,BRSCaip,6,58,BRSCaip6,1,33.29,33.59,2.12,38.14,11.148821
6,3124,BRSDour,6,58,BRSDour6,1,26.35,27.26,2.12,33.24,7.533465
6,3125,BRSForm,6,58,BRSForm6,1,21.79,12.41,1.78,35.32,6.682993
