L,Parce,CLONE,LOCATION,REP,Interacao,R,FRY,AGY,PLH,DMC,DRY
13,6664,BGM0957,13,128,BGM095713,1,12.15,19.77,1.9,32.85,3.4263
13,6665,BGM0958,13,128,BGM095813,1,6,13.94,1.9,29.04,1.4634
13,6666,BGM0959,13,128,BGM095913,1,36.94,42.36,1.9,32.84,10.413386
13,6667,BGM0962,13,128,BGM096213,1,4.54,10.05,2,22.67,0.818108
13,6668,BGM0966,13,128,BGM096613,1,6,13.13,1.8,36.05,1.884
13,6669,BGM0967,13,128,BGM096713,1,7.94,18.31,2.43,29.46,1.969914
13,6670,BGM0968,13,128,BGM096813,1,1.62,2.67,1.9,19.98,0.248346
13,6671,BGM0971,13,128,BGM097113,1,4.6,6.34,1.7,30.2,1.1753
13,6672,BGM0973,13,128,BGM097313,1,9.11,14.28,1.87,32.34,2.522559
13,6673,BRSCaip,13,128,BRSCaip13,1,30.9,54.95,2.23,36.05,9.7026
13,6674,BRSDour,13,128,BRSDour13,1,22.09,31.64,2.03,27.27,4.996758
13,6675,BRSForm,13,128,BRSForm13,1,27.78,30.56,1.73,31.61,7.489488
13,6676,BRSGema,13,128,BRSGema13,1,18.4,38.11,2.33,35.46,5.66904
13,6677,BRSKiri,13,128,BRSKiri13,1,35.68,25.24,2.4,31.01,9.405248
13,6678,BRSNovo,13,128,BRSNovo13,1,36.55,52.43,2.53,36.32,11.575385
13,6679,BRSPoti,13,128,BRSPoti13,1,29.95,42.06,2.53,30.89,7.85888
13,6680,BRSTapi,13,128,BRSTapi13,1,32.03,44.97,2.27,35.79,9.974142
13,6681,BRSVerd,13,128,BRSVerd13,1,19.28,37.92,2.02,34.15,5.6876
13,6682,Cigana,13,128,Cigana13,1,11.76,34.2,2.4,34.36,3.493896
13,6683,Corrente,13,128,Corrente13,1,8.75,24.17,1.87,33.48,2.522625
13,6684,Eucalip,13,128,Eucalip13,1,10.72,21.7,2.1,28.79,2.587808
13,6685,IAC90,13,128,IAC9013,1,10.76,10.85,1.5,30.83,2.816968
13,6686,962409,13,129,96240913,1,33.25,41.41,2.53,34.06,9.778825
13,6687,BGM0974,13,129,BGM097413,1,4.95,16.67,2.13,34.03,1.45431
13,6688,BGM0975,13,129,BGM097513,1,11.02,17.09,2.43,32.67,3.087804
13,6689,BGM0978,13,129,BGM097813,1,21.7,19.05,2.07,28.36,5.14507
13,6690,BGM0980,13,129,BGM098013,1,6.99,18.53,1.63,22.1,1.219755
13,6691,BGM0981,13,129,BGM098113,1,3.83,15.39,1.83,23.52,0.722721
13,6692,BGM0986,13,129,BGM098613,1,5.19,17.66,2,29.85,1.30788
13,6693,BGM0989,13,129,BGM098913,1,7.29,46.35,2.63,36.68,2.334987
13,6694,BGM0992,13,129,BGM099213,1,10.05,8.59,1.73,33.04,2.853195
13,6695,BGM0994,13,129,BGM099413,1,8.29,34.33,2.03,29.73,2.079132
13,6696,BGM0996,13,129,BGM099613,1,4.54,25.28,2.27,29.11,1.110484
13,6697,BGM1006,13,129,BGM100613,1,2.87,7.05,1.8,25.75,0.60557
13,6698,BGM1023,13,129,BGM102313,1,11.18,17.99,2.43,29.15,2.7391
13,6699,BGM1024,13,129,BGM102413,1,14.26,23.98,2.47,29.55,3.55074
13,6700,BGM1029,13,129,BGM102913,1,12.15,32.68,2.43,36.31,3.84669
13,6701,BGM1031,13,129,BGM103113,1,6.08,29.6,2.5,34.59,1.820352
13,6702,BGM1041,13,129,BGM104113,1,14.1,18.96,2.33,31.57,3.79572
13,6703,BGM1044,13,129,BGM104413,1,8.1,19.77,2.37,31.67,2.18862
13,6704,BGM1055,13,129,BGM105513,1,7.55,20.05,2.3,32.02,2.066435
13,6705,BGM1060,13,129,BGM106013,1,14.11,21.18,2.13,32.86,3.980431
13,6706,BGM1064,13,129,BGM106413,1,8.07,33.68,2.37,35.66,2.502507
13,6707,BGM1067,13,129,BGM106713,1,10.4,23.72,1.37,30.14,2.65096
13,6708,BGM1068,13,129,BGM106813,1,5.93,19.88,1.97,32.86,1.672853
13,6709,BGM1078,13,129,BGM107813,1,17.19,21.18,1.9,30.98,4.526127
13,6710,BGM1079,13,129,BGM107913,1,19.05,28.3,2.1,32.83,5.36829
13,6711,BGM1081,13,129,BGM108113,1,10.07,23.52,1.97,30.94,2.647403
13,6712,BGM1082,13,129,BGM108213,1,29.08,21.01,1.93,34.11,8.566968
13,6713,BGM1091,13,129,BGM109113,1,3.73,15.1,1.93,29.44,0.924667
13,6714,BGM1103,13,129,BGM110313,1,10.37,15.23,2.03,33.75,3.01767
13,6715,BGM1105,13,129,BGM110513,1,19.92,36.28,2.27,30.31,5.111472
13,6716,BGM1106,13,129,BGM110613,1,12.85,28.65,2.43,31.19,3.41039
13,6717,BGM1110,13,129,BGM111013,1,14.91,10.53,1.8,28.12,3.499377
13,6718,BGM1111,13,129,BGM111113,1,13.61,9.4,1.8,28.93,3.304508
13,6719,BGM1115,13,129,BGM111513,1,23.74,15.54,1.37,28.11,5.569404
13,6720,BGM1118,13,129,BGM111813,1,31.73,18.4,1.47,31.65,8.5671
13,6721,BGM1119,13,129,BGM111913,1,5.3,7.47,1.25,16.44,0.62487
13,6722,BGM1126,13,129,BGM112613,1,8.33,16.69,1.23,31.06,2.199953
13,6723,BGM1127,13,129,BGM112713,1,6,11.59,2.37,29.29,1.4784
13,6724,BGM1143,13,129,BGM114313,1,3.24,8.83,2.1,18.01,0.432864
13,6725,BGM1152,13,129,BGM115213,1,11.46,17.27,1.87,36.65,3.6672
13,6726,BRSCaip,13,129,BRSCaip13,1,29.86,52.78,2.37,36.9,9.62985
13,6727,BRSDour,13,129,BRSDour13,1,20.83,27,2.17,27.14,4.684667
13,6728,BRSForm,13,129,BRSForm13,1,21.57,23.61,1.9,32.02,5.903709
13,6729,BRSGema,13,129,BRSGema13,1,12.64,32.67,2.28,33.87,3.693408
13,6730,BRSKiri,13,129,BRSKiri13,1,29.95,26.09,2.2,30.91,7.86487
13,6731,BRSNovo,13,129,BRSNovo13,1,32.42,51.04,2.4,36.39,10.290108
13,6732,BRSPoti,13,129,BRSPoti13,1,26.65,46.18,2.47,32.34,7.379385
13,6733,BRSTapi,13,129,BRSTapi13,1,34.11,34.64,2.4,35.6,10.557045
13,6734,BRSVerd,13,129,BRSVerd13,1,21.83,35.59,1.87,33.02,6.193171
13,6735,Cigana,13,129,Cigana13,1,18.92,40.63,1.97,33.31,5.422472
13,6736,Corrente,13,129,Corrente13,1,11.99,24.31,2.23,35.14,3.655751
13,6737,Eucalip,13,129,Eucalip13,1,13.39,26.22,2.33,30.53,3.465332
13,6738,IAC90,13,129,IAC9013,1,11.67,8.9,1.6,30.68,3.037701
13,6739,962409,13,130,96240913,1,30.36,47.54,2.5,34.56,9.080676
13,6740,BGM1107,13,130,BGM110713,1,12.63,20.05,2.03,29.69,3.162552
13,6741,BGM1153,13,130,BGM115313,1,15.23,29.49,2.2,34.05,4.47762
13,6742,BGM1155,13,130,BGM115513,1,25.13,51.09,2.53,36.05,7.89082
13,6743,BGM1156,13,130,BGM115613,1,19.25,38.31,1.9,32.2,5.303375
13,6744,BGM1158,13,130,BGM115813,1,4.7,18.31,2.17,29.55,1.1703
13,6745,BGM1159,13,130,BGM115913,1,24.74,43.49,2.27,33.16,7.053374
13,6746,BGM1164,13,130,BGM116413,1,8.1,18.47,2.83,31.43,2.16918
13,6747,BGM1167,13,130,BGM116713,1,18.06,34.07,2.15,36.72,5.791842
13,6748,BGM1180,13,130,BGM118013,1,8.91,18.07,2.5,33.7,2.588355
13,6749,BGM1196,13,130,BGM119613,1,5.64,17.19,2.07,28.06,1.320324
13,6750,BGM1198,13,130,BGM119813,1,9.55,38.98,2.27,32.5,2.659675
13,6751,BGM1203,13,130,BGM120313,1,18.32,25.09,2.2,34.59,5.485008
13,6752,BGM1213,13,130,BGM121313,1,7.7,7.78,1.67,32.67,2.15754
13,6753,BGM1214,13,130,BGM121413,1,1.78,6.81,2.1,36.75,0.57138
13,6754,BGM1226,13,130,BGM122613,1,7.29,20.9,2.25,35.29,2.233656
13,6755,BGM1227,13,130,BGM122713,1,13.54,19.7,1.97,26.55,2.96526
13,6756,BGM1243,13,130,BGM124313,1,12.67,16.41,1.78,25.84,2.684773
13,6757,BGM1248,13,130,BGM124813,1,10.07,35.68,2.55,35.2,3.076385
13,6758,BGM1249,13,130,BGM124913,1,8.25,12.76,1.82,38.07,2.75715
13,6759,BGM1251,13,130,BGM125113,1,10.86,35.49,2.93,30.87,2.847492
13,6760,BGM1252,13,130,BGM125213,1,4.86,6.81,2.4,36.52,1.548882
13,6761,BGM1253,13,130,BGM125313,1,34.38,30.9,1.95,28.77,8.292456
13,6762,BGM1254,13,130,BGM125413,1,4.38,9.72,1.72,31.86,1.191798
13,6763,BGM1255,13,130,BGM125513,1,11.37,9.94,1.32,29.28,2.800431
13,6764,BGM1262,13,130,BGM126213,1,12.89,29.38,1.92,35.59,3.988166
13,6765,BGM1263,13,130,BGM126313,1,12.46,29.3,2.22,32.67,3.491292
13,6766,BGM1265,13,130,BGM126513,1,18.84,42.32,2.55,36.26,5.955324
13,6767,BGM1267,13,130,BGM126713,1,11.28,18.71,2.35,35.27,3.453936
13,6768,BGM1269,13,130,BGM126913,1,14.93,32.34,2.43,35.89,4.664132
13,6769,BGM1275,13,130,BGM127513,1,5.64,20.75,2.42,33.08,1.603452
13,6770,BGM1280,13,130,BGM128013,1,2.04,22.44,1.97,31.78,0.553452
13,6771,BGM1282,13,130,BGM128213,1,12.83,15.17,2.6,35.19,3.918282
13,6772,BGM1284,13,130,BGM128413,1,6.12,22.14,1.83,34.59,1.832328
13,6773,BGM1285,13,130,BGM128513,1,15.15,32.41,2.18,20.47,2.39673
13,6774,BGM1288,13,130,BGM128813,1,5.67,16.2,2.1,36.62,1.812699
13,6775,BGM1291,13,130,BGM129113,1,9.07,26.9,2.13,34.43,2.701046
13,6776,BGM1305,13,130,BGM130513,1,8.29,47.18,2.02,34.38,2.464617
13,6777,BGM1306,13,130,BGM130613,1,18.66,29.17,1.98,33.48,5.379678
13,6778,BGM1313,13,130,BGM131313,1,17.99,16.85,2.17,36.32,5.697433
13,6779,BGM1318,13,130,BGM131813,1,7.81,32.38,1.9,33,2.214135
13,6780,BRSCaip,13,130,BRSCaip13,1,33.94,44.84,2.33,36.9,10.94565
13,6781,BRSDour,13,130,BRSDour13,1,13.45,31.94,2.18,27.95,3.13385
13,6782,BRSForm,13,130,BRSForm13,1,20.66,28.21,2.1,31.6,5.56787
13,6783,BRSGema,13,130,BRSGema13,1,14.3,33.23,2.2,33.56,4.13413
13,6784,BRSKiri,13,130,BRSKiri13,1,37.93,29.86,2.27,32.33,10.499024
13,6785,BRSNovo,13,130,BRSNovo13,1,37.54,58.94,2.57,35.86,11.716234
13,6786,BRSPoti,13,130,BRSPoti13,1,23,40.36,2.63,31.61,6.2008
13,6787,BRSTapi,13,130,BRSTapi13,1,30.21,38.02,2.22,33.8,8.806215
13,6788,BRSVerd,13,130,BRSVerd13,1,18.06,35.68,2.03,34.3,5.35479
13,6789,Cigana,13,130,Cigana13,1,12.41,31.6,2.32,34.32,3.682047
13,6790,Corrente,13,130,Corrente13,1,11.2,25.56,2.15,36.45,3.5616
13,6791,Eucalip,13,130,Eucalip13,1,13.89,25.65,2.33,29.68,3.476667
13,6792,IAC90,13,130,IAC9013,1,7.64,11.11,1.37,30.03,1.939032
13,6793,962409,13,131,96240913,1,38.67,56.34,2.57,34.46,11.527527
13,6794,BGM0123,13,131,BGM012313,1,7.9,8.68,2.23,26.13,1.69692
13,6795,BGM0467,13,131,BGM046713,1,4.38,58.01,1.47,24.98,0.890454
13,6796,BGM1324,13,131,BGM132413,1,11.41,33.77,1.72,34.36,3.389911
13,6797,BGM1332,13,131,BGM133213,1,8.1,27.55,2.1,32.07,2.22102
13,6798,BGM1335,13,131,BGM133513,1,5.02,17.34,2.07,26.58,1.100886
13,6799,BGM1338,13,131,BGM133813,1,6.34,50.09,2.5,33.01,1.798024
13,6800,BGM1345,13,131,BGM134513,1,6.25,25,2.23,32.32,1.729375
13,6801,BGM1354,13,131,BGM135413,1,3.13,22.31,2.17,35.45,0.96404
13,6802,BGM1356,13,131,BGM135613,1,9.24,39.84,2.57,34.48,2.756292
13,6803,BGM1362,13,131,BGM136213,1,5.83,21.06,2.07,33.56,1.685453
13,6804,BGM1366,13,131,BGM136613,1,9.94,47.83,2.18,36.19,3.135076
13,6805,BGM1370,13,131,BGM137013,1,18.63,17.61,2.87,28.24,4.394817
13,6806,BGM1398,13,131,BGM139813,1,8.81,16.93,1.89,31.03,2.324078
13,6807,BGM1400,13,131,BGM140013,1,7.29,27.38,1.87,34.6,2.183355
13,6808,BGM1408,13,131,BGM140813,1,11.63,32.73,2,29.22,2.857491
13,6809,BGM1410,13,131,BGM141013,1,3.73,20.58,2.3,27.69,0.859392
13,6810,BGM1412,13,131,BGM141213,1,13.32,44.4,2.2,29.82,3.352644
13,6811,BGM1415,13,131,BGM141513,1,6.16,37.07,2.25,36.84,1.982904
13,6812,BGM1416,13,131,BGM141613,1,9.72,15.07,2.1,29.77,2.441664
13,6813,BGM1419,13,131,BGM141913,1,4.51,25,2,28.35,1.06887
13,6814,BGM1422,13,131,BGM142213,1,7.29,22.7,1.72,34.97,2.210328
13,6815,BGM1429,13,131,BGM142913,1,5.02,22.2,2.1,29.42,1.243454
13,6816,BGM1432,13,131,BGM143213,1,2.21,31.51,2.18,28.91,0.536146
13,6817,BGM1436,13,131,BGM143613,1,13.72,21.27,1.92,35.13,4.181856
13,6818,BGM1437,13,131,BGM143713,1,22.09,49.74,2.17,37.67,7.294118
13,6819,BGM1442,13,131,BGM144213,1,11.99,15.56,1.6,32.84,3.379981
13,6820,BGM1444,13,131,BGM144413,1,14.1,20.74,2.05,31.19,3.74214
13,6821,BGM1447,13,131,BGM144713,1,6.6,51.22,2.53,33.48,1.90278
13,6822,BGM1454,13,131,BGM145413,1,11.02,27.06,2.55,33,3.12417
13,6823,BGM1456,13,131,BGM145613,1,7.13,26.74,2.4,35,2.163955
13,6824,BGM1457,13,131,BGM145713,1,19.23,30.64,2.32,33.67,5.580546
13,6825,BGM1458,13,131,BGM145813,1,2.69,27.34,2.8,32.67,0.753738
13,6826,BGM1465,13,131,BGM146513,1,11.89,18.84,1.88,33.49,3.429076
13,6827,BGM1474,13,131,BGM147413,1,4.05,20.25,1.8,32.24,1.117395
13,6828,BGM1479,13,131,BGM147913,1,8.2,46.09,2.48,32.67,2.29764
13,6829,BGM1480,13,131,BGM148013,1,17.19,54.43,2.43,35.32,5.272173
13,6830,BGM1481,13,131,BGM148113,1,12.72,44.14,2.4,28.44,3.026088
13,6831,BGM1488,13,131,BGM148813,1,6.34,31.73,1.7,35.04,1.926726
13,6832,BGM1497,13,131,BGM149713,1,18.96,26.74,1.95,31.82,5.151432
13,6833,BGM1499,13,131,BGM149913,1,18.31,20.74,2.1,34.62,5.487507
13,6834,BGM1503,13,131,BGM150313,1,3.47,15.1,2.18,38.13,1.161756
13,6835,BRSCaip,13,131,BRSCaip13,1,27,44.27,2.2,36.39,8.5698
13,6836,BRSDour,13,131,BRSDour13,1,13.11,27.86,2.2,27.69,3.020544
13,6837,BRSForm,13,131,BRSForm13,1,28.56,30.12,1.93,33.8,8.32524
13,6838,BRSGema,13,131,BRSGema13,1,14,25.81,1.95,34.93,4.2392
13,6839,BRSKiri,13,131,BRSKiri13,1,30.08,29.86,2.13,31.26,8.004288
13,6840,BRSNovo,13,131,BRSNovo13,1,31.77,55.64,2.55,37.67,10.490454
13,6841,BRSPoti,13,131,BRSPoti13,1,26.52,46.27,2.42,30.93,6.969456
13,6842,BRSTapi,13,131,BRSTapi13,1,28.91,41.41,2.4,35.66,8.964991
13,6843,BRSVerd,13,131,BRSVerd13,1,22.52,40.51,2.15,34.21,6.656912
13,6844,Cigana,13,131,Cigana13,1,13.45,40.36,1.95,34.42,4.004065
13,6845,Corrente,13,131,Corrente13,1,9.81,35.16,2.18,36.05,3.08034
13,6846,Eucalip,13,131,Eucalip13,1,11.91,21.79,2.33,28.19,2.803614
13,6847,IAC90,13,131,IAC9013,1,7.96,9.45,1.47,30.83,2.083928
13,6848,962409,13,132,96240913,1,33.92,43.54,2.37,32.01,9.280512
13,6849,BGM0073,13,132,BGM007313,1,3.3,13.72,2.13,35.37,1.01376
13,6850,BGM0126,13,132,BGM012613,1,16.32,41.84,2.05,35.32,5.005344
13,6851,BGM0726,13,132,BGM072613,1,6.32,16.72,2,32.67,1.770864
13,6852,BGM1515,13,132,BGM151513,1,7.13,21.39,2.2,30.49,1.842392
13,6853,BGM1518,13,132,BGM151813,1,4.86,40.28,2.3,29.47,1.206252
13,6854,BGM1520,13,132,BGM152013,1,4.05,26.25,2.27,33.84,1.182195
13,6855,BGM1521,13,132,BGM152113,1,6.08,39.19,2.33,26.2,1.31024
13,6856,BGM1525,13,132,BGM152513,1,8.77,33.12,1.67,30.41,2.259152
13,6857,BGM1527,13,132,BGM152713,1,13.15,48.78,2.25,26.91,2.92719
13,6858,BGM1535,13,132,BGM153513,1,3.65,23.35,2.17,24,0.706275
13,6859,BGM1537,13,132,BGM153713,1,2.63,9.92,1.73,29.29,0.648032
13,6860,BGM1549,13,132,BGM154913,1,20.9,29.98,2.53,32.31,5.78094
13,6861,BGM1579,13,132,BGM157913,1,16.2,34.68,1.92,31.34,4.32378
13,6862,BGM1585,13,132,BGM158513,1,18.92,36.55,2.52,36.65,6.0544
13,6863,BGM1586,13,132,BGM158613,1,11.2,15.02,2.1,38.64,3.80688
13,6864,BGM1598,13,132,BGM159813,1,13.54,42.36,2.47,36.65,4.3328
13,6865,BGM1604,13,132,BGM160413,1,18.92,37.59,2.05,32.83,5.331656
13,6866,BGM1608,13,132,BGM160813,1,12.8,21.63,1.95,26.58,2.80704
13,6867,BGM1609,13,132,BGM160913,1,17.53,40.8,2.02,35.38,5.386969
13,6868,BGM1610,13,132,BGM161013,1,6,21.39,2.17,22.28,1.0578
13,6869,BGM1619,13,132,BGM161913,1,4.6,13.45,1.55,31.03,1.21348
13,6870,BGM1621,13,132,BGM162113,1,7.88,13.13,1.8,32.98,2.232404
13,6871,BGM1622,13,132,BGM162213,1,13.72,28.91,1.95,28.74,3.305148
13,6872,BGM1623,13,132,BGM162313,1,37.92,32.69,2.18,33.8,11.05368
13,6873,BGM1628,13,132,BGM162813,1,6.29,31.77,1.8,28.97,1.529728
13,6874,BGM1629,13,132,BGM162913,1,17.19,15.89,1.83,33.51,4.961034
13,6875,BGM1637,13,132,BGM163713,1,11.98,31.94,1.88,29.29,2.951872
13,6876,BGM1638,13,132,BGM163813,1,13.28,40.71,2.43,35.18,4.054384
13,6877,BGM1639,13,132,BGM163913,1,29.56,40.54,2.15,26.24,6.382004
13,6878,BGM1643,13,132,BGM164313,1,11.72,9.2,2.23,33.17,3.342544
13,6879,BGM1645,13,132,BGM164513,1,8.25,19.53,1.87,28.48,1.965975
13,6880,BGM1646,13,132,BGM164613,1,15.93,44.22,2.33,33.04,4.522527
13,6881,BGM1656,13,132,BGM165613,1,12.07,29.12,2.08,34.98,3.660831
13,6882,BGM1657,13,132,BGM165713,1,20.9,31.76,2.2,33.17,5.96068
13,6883,BGM1658,13,132,BGM165813,1,11.02,27.69,1.87,34.99,3.343468
13,6884,BGM1660,13,132,BGM166013,1,8.26,16.69,2.7,33.46,2.379706
13,6885,BGM1661,13,132,BGM166113,1,10.37,28.11,1.73,33.36,2.977227
13,6886,BGM1662,13,132,BGM166213,1,4.21,18.63,1.9,30.38,1.083233
13,6887,BGM1666,13,132,BGM166613,1,9.07,15.39,2.37,26.05,1.94098
13,6888,BRSCaip,13,132,BRSCaip13,1,34.98,46.35,2.32,36.32,11.078166
13,6889,BRSDour,13,132,BRSDour13,1,14.76,25.65,2.08,25.94,3.142404
13,6890,BRSForm,13,132,BRSForm13,1,20.57,29.6,2.13,33.16,5.864507
13,6891,BRSGema,13,132,BRSGema13,1,16.69,31.44,2.17,32.83,4.703242
13,6892,BRSKiri,13,132,BRSKiri13,1,28.65,32.99,2.4,31.65,7.7355
13,6893,BRSNovo,13,132,BRSNovo13,1,27.99,48,2.3,36.98,9.049167
13,6894,BRSPoti,13,132,BRSPoti13,1,24.31,36.98,2.52,30.16,6.201481
13,6895,BRSTapi,13,132,BRSTapi13,1,27.65,35.68,2.43,36.05,8.6821
13,6896,BRSVerd,13,132,BRSVerd13,1,19.75,43.84,2.03,34.55,5.90525
13,6897,Cigana,13,132,Cigana13,1,13.02,35.07,2.2,32.2,3.58701
13,6898,Corrente,13,132,Corrente13,1,9.2,30.21,2.18,35.99,2.88328
13,6899,Eucalip,13,132,Eucalip13,1,10.16,24.05,2.08,26.9,2.2606
13,6900,IAC90,13,132,IAC9013,1,7.29,12.33,1.67,29.22,1.791153
13,6901,962409,13,133,96240913,1,31.81,44.47,2.18,34.33,9.441208
13,6902,BGM1668,13,133,BGM166813,1,6.16,9.72,1.77,25.23,1.267728
13,6903,BGM1669,13,133,BGM166913,1,3.73,5.67,1.78,34.55,1.11527
13,6904,BGM1670,13,133,BGM167013,1,5.67,17.66,2.1,30.15,1.44585
13,6905,BGM1671,13,133,BGM167113,1,11.18,34.03,2.33,30.5,2.89003
13,6906,BGM1672,13,133,BGM167213,1,5.35,25.44,2.27,28.52,1.277045
13,6907,BGM1677,13,133,BGM167713,1,10.53,32.89,2.28,35.14,3.210597
13,6908,BGM1679,13,133,BGM167913,1,8.1,15.39,2.02,23.56,1.53171
13,6909,BGM1680,13,133,BGM168013,1,6.98,9.9,1.82,28.93,1.694744
13,6910,BGM1683,13,133,BGM168313,1,5.03,8.68,1.95,33.82,1.467251
13,6911,BGM1684,13,133,BGM168413,1,23.52,46.7,2.58,35.18,7.180656
13,6912,BGM1686,13,133,BGM168613,1,11.07,20.79,1.75,33.01,3.139452
13,6913,BGM1689,13,133,BGM168913,1,13.61,28.19,2.37,31.52,3.657007
13,6914,BGM1690,13,133,BGM169013,1,7.07,15.54,1.65,22.23,1.242906
13,6915,BGM1692,13,133,BGM169213,1,23.09,34.03,2.28,26.7,5.091345
13,6916,BGM1696,13,133,BGM169613,1,17.8,36.02,2.93,34.66,5.34178
13,6917,BGM1697,13,133,BGM169713,1,9.2,15.89,1.65,25.7,1.9366
13,6918,BGM1706,13,133,BGM170613,1,3.65,6.86,1.72,24.92,0.739855
13,6919,BGM1709,13,133,BGM170913,1,6.48,14.1,1.83,26.7,1.42884
13,6920,BGM1710,13,133,BGM171013,1,5.19,9.56,1.93,21.58,0.878667
13,6921,BGM1712,13,133,BGM171213,1,1.46,5.51,1.65,27.03,0.326748
13,6922,BGM1715,13,133,BGM171513,1,20.57,13.54,2.25,33.84,6.004383
13,6923,BGM1716,13,133,BGM171613,1,8.59,16.2,2.1,24.75,1.72659
13,6924,BGM1721,13,133,BGM172113,1,11.89,19.88,1.88,26.35,2.58013
13,6925,BGM1722,13,133,BGM172213,1,12.31,18.96,2.1,29.79,3.094734
13,6926,BGM1723,13,133,BGM172313,1,17.91,14.18,1.83,32.67,5.018382
13,6927,BGM1725,13,133,BGM172513,1,7.62,17.5,2.18,34.79,2.296668
13,6928,BGM1726,13,133,BGM172613,1,39.54,40.19,3.07,30.53,10.232952
13,6929,BGM1727,13,133,BGM172713,1,27.82,23.22,1.7,34,8.16517
13,6930,BGM1732,13,133,BGM173213,1,9.24,39.7,2.32,33,2.61954
13,6931,BGM1733,13,133,BGM173313,1,26.48,50.43,2.5,30.16,6.755048
13,6932,BGM1734,13,133,BGM173413,1,4.25,20.57,1.72,29.69,1.0642
13,6933,BGM1737,13,133,BGM173713,1,3.04,7.12,1.58,32.67,0.851808
13,6934,BGM1739,13,133,BGM173913,1,2.27,9.4,2.03,35.75,0.70597
13,6935,BGM1743,13,133,BGM174313,1,3.47,15.49,1.27,33.15,0.98895
13,6936,BGM1744,13,133,BGM174413,1,6.48,24.14,2.37,26.92,1.443096
13,6937,BGM1745,13,133,BGM174513,1,12.31,18.63,1.82,32.86,3.472651
13,6938,BGM1747,13,133,BGM174713,1,8.26,16.69,1.6,32.9,2.33345
13,6939,BGM1748,13,133,BGM174813,1,3.39,16.97,1.58,32.17,0.932928
13,6940,BGM1749,13,133,BGM174913,1,1.46,6.48,1.73,18.35,0.20002
13,6941,BGM1753,13,133,BGM175313,1,9.85,44.18,2.37,29.29,2.42704
13,6942,BGM1754,13,133,BGM175413,1,9.64,26.39,1.7,30.68,2.509292
13,6943,BGM1756,13,133,BGM175613,1,4.91,5.66,1.67,28.27,1.159742
13,6944,BRSCaip,13,133,BRSCaip13,1,23.96,43.49,2.05,34.66,7.190396
13,6945,BRSDour,13,133,BRSDour13,1,13.45,27.6,2.17,28.03,3.14461
13,6946,BRSForm,13,133,BRSForm13,1,26.22,27.26,1.9,34.05,7.70868
13,6947,BRSGema,13,133,BRSGema13,1,17.8,36.72,2.3,34.88,5.38094
13,6948,BRSKiri,13,133,BRSKiri13,1,35.33,30.38,2.13,31.54,9.500237
13,6949,BRSNovo,13,133,BRSNovo13,1,27.95,45.66,2.28,34.36,8.303945
13,6950,BRSPoti,13,133,BRSPoti13,1,21.7,35.85,2.2,29.82,5.46189
13,6951,BRSTapi,13,133,BRSTapi13,1,26.52,34.03,2.38,33.32,7.603284
13,6952,BRSVerd,13,133,BRSVerd13,1,24.57,42.01,2,34.76,7.398027
13,6953,Cigana,13,133,Cigana13,1,19.01,34.42,2.2,33,5.389335
13,6954,Corrente,13,133,Corrente13,1,11.11,28.91,2.12,34.36,3.300781
13,6955,Eucalip,13,133,Eucalip13,1,9.9,25,2.28,28.35,2.3463
13,6956,IAC90,13,133,IAC9013,1,8.39,10.86,1.53,28.03,1.961582
13,6957,962409,13,134,96240913,1,33.99,48.01,2.36,33.64,9.853701
13,6958,BGM0517,13,134,BGM051713,1,23.05,44.62,2.07,34,6.765175
13,6959,BGM1134,13,134,BGM113413,1,6.48,18.31,1.98,34.34,1.923912
13,6960,BGM1168,13,134,BGM116813,1,7.12,10.76,2.17,28.79,1.718768
13,6961,BGM1760,13,134,BGM176013,1,15.36,28.47,1.95,33.16,4.379136
13,6962,BGM1763,13,134,BGM176313,1,18.31,26.57,2.02,30.02,4.645247
13,6963,BGM1766,13,134,BGM176613,1,11.02,22.09,2.13,32.83,3.105436
13,6964,BGM1768,13,134,BGM176813,1,12.15,28.03,1.82,27.79,2.81151
13,6965,BGM1772,13,134,BGM177213,1,3.3,28.69,2.07,28.91,0.80058
13,6966,BGM1779,13,134,BGM177913,1,4.47,42.01,1.88,28.23,1.054026
13,6967,BGM1782,13,134,BGM178213,1,9.9,24.09,1.6,32.18,2.72547
13,6968,BGM1783,13,134,BGM178313,1,1.3,13.02,1.45,28.44,0.30927
13,6969,BGM1784,13,134,BGM178413,1,2.92,22.52,2.3,37.5,0.95922
13,6970,BGM1794,13,134,BGM179413,1,7.38,36.72,2.77,31.16,1.956438
13,6971,BGM1814,13,134,BGM181413,1,13.15,58.33,2.32,30.3,3.372975
13,6972,BGM1816,13,134,BGM181613,1,10.85,55.3,2.2,30.35,2.78845
13,6973,BGM1818,13,134,BGM181813,1,4.86,8.43,2.07,18.57,0.676512
13,6974,BGM1819,13,134,BGM181913,1,11.28,33.42,2.17,31.85,3.06816
13,6975,BGM1821,13,134,BGM182113,1,4.21,22.2,2.13,27.42,0.958617
13,6976,BGM1822,13,134,BGM182213,1,10.21,22.2,2.32,25.7,2.149205
13,6977,BGM1834,13,134,BGM183413,1,9.56,23.33,2.17,23.08,1.761908
13,6978,BGM1835,13,134,BGM183513,1,11.67,19.77,2.23,33.97,3.421644
13,6979,BGM1847,13,134,BGM184713,1,12.15,50.78,2.27,33.97,3.56238
